player,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,region,league,zscore
elfie,MKS,"['reyna', 'raze', 'omen']",310,1.27,260.7,1.21,78.0,169.8,0.9,0.31,0.13,0.12,26.0,23.0,ap,gc,13.748756060196289
par,scofield,"['reyna', 'phoenix', 'raze']",269,1.22,255.8,1.21,70.0,164.2,0.9,0.2,0.19,0.11,29.0,33.0,ap,challengers,13.737329344497184
ZesBeeW,BME,"['omen', 'viper', 'brimstone']",475,1.21,214.7,1.27,79.0,136.7,0.79,0.43,0.08,0.05,20.0,12.0,ap,challengers,7.498474510722237
alyaL,FPT,"['viper', 'fade', 'killjoy']",216,1.2,238.5,1.26,75.0,159.7,0.8300000000000001,0.29,0.12,0.1,28.0,6.0,ap,challengers,7.99988217853928
marky,OAS,"['viper', 'astra', 'sova']",294,1.2,237.8,1.23,81.0,151.8,0.85,0.31,0.16,0.12,25.0,8.0,ap,challengers,9.56886249737536
PapiChulo,NAOS,"['omen', 'viper', 'brimstone']",417,1.19,209.8,1.23,77.0,137.6,0.77,0.35000000000000003,0.06,0.07,26.0,18.0,ap,challengers,6.518049367405414
PIETY,SISU,"['viper', 'killjoy', 'cypher']",358,1.19,225.8,1.26,75.0,152.2,0.79,0.26,0.08,0.02,32.0,16.0,ap,gc,10.010818520377065
seph1roth,MITH,"['killjoy', 'viper', 'cypher']",366,1.19,229.1,1.31,74.0,151.7,0.8300000000000001,0.17,0.11,0.08,39.0,19.0,ap,challengers,10.746574432704367
ting2k5,FPT,"['fade', 'skye', 'cypher']",216,1.18,213.2,1.4,72.0,146.2,0.8200000000000001,0.14,0.13,0.11,31.0,8.0,ap,challengers,5.054489423900908
Kohaibi,SMG.GC,"['cypher', 'iso', 'reyna']",272,1.18,235.4,1.24,77.0,154.0,0.81,0.25,0.12,0.05,25.0,8.0,ap,gc,8.249043061797396
cgrs,MITH,"['sova', 'gekko', 'cypher']",366,1.17,213.4,1.21,78.0,143.5,0.75,0.32,0.06,0.03,24.0,17.0,ap,challengers,7.133948029474642
Techno,OGS,"['viper', 'omen', 'brimstone']",207,1.16,232.6,1.15,74.0,144.9,0.8,0.41000000000000003,0.16,0.07,31.0,19.0,ap,challengers,11.629660255360129
Shiro,BME,"['viper', 'clove', 'breach']",475,1.16,221.8,1.15,79.0,148.1,0.78,0.47000000000000003,0.12,0.08,25.0,22.0,ap,challengers,11.224437393823308
grumble,DSG,"['viper', 'cypher']",420,1.16,233.1,1.28,77.0,157.5,0.85,0.26,0.07,0.05,39.0,5.0,ap,challengers,10.638604912238334
primmie,TLN,"['clove', 'jett', 'iso']",203,1.16,249.9,1.15,71.0,165.0,0.9,0.23,0.13,0.1,41.0,20.0,ap,international,12.747029909943867
kitkatwc,NE,"['skye', 'viper', 'kayo']",324,1.15,239.1,1.19,75.0,148.9,0.8300000000000001,0.4,0.13,0.06,24.0,10.0,ap,gc,9.357131647598715
d0rf,FPT,"['gekko', 'killjoy', 'breach']",216,1.15,204.4,1.25,76.0,138.0,0.75,0.23,0.06,0.05,32.0,25.0,ap,challengers,7.595792698338013
Famouz,BME,"['raze', 'jett']",475,1.15,249.4,1.22,73.0,162.1,0.85,0.22,0.19,0.16,17.0,15.0,ap,challengers,6.4010616002840415
Cendary,NF,['clove'],201,1.1400000000000001,288.1,1.1,77.0,190.7,0.99,0.37,0.14,0.12,24.0,10.0,ap,gc,14.671636838216548
xavi8k,OAS,"['killjoy', 'cypher']",294,1.13,225.0,1.17,75.0,153.2,0.8,0.19,0.09,0.09,27.0,11.0,ap,challengers,4.745291719411258
kellyS,OAS,"['raze', 'kayo', 'breach']",294,1.13,238.5,1.08,77.0,162.9,0.79,0.38,0.13,0.11,18.0,16.0,ap,challengers,7.610921755089802
LoyDreaM,GLAB,"['jett', 'cypher', 'skye']",269,1.13,236.7,1.16,72.0,156.4,0.86,0.23,0.12,0.1,21.0,20.0,ap,challengers,6.6360756918052175
Ayumiii,RRQ.K,"['yoru', 'raze', 'sova']",272,1.13,242.6,1.17,74.0,157.1,0.8200000000000001,0.26,0.19,0.14,27.0,17.0,ap,gc,8.946591033335505
K1LLERS,FPT,"['raze', 'neon', 'skye']",216,1.13,224.5,1.17,80.0,147.5,0.78,0.36,0.13,0.09,26.0,12.0,ap,challengers,8.690348579025567
PTC,FS,"['breach', 'fade', 'viper']",601,1.13,204.8,1.17,74.0,132.7,0.75,0.39,0.08,0.08,30.0,23.0,ap,challengers,6.890279796503652
Juicy,DSG,"['yoru', 'iso', 'jett']",420,1.12,214.2,1.21,75.0,142.2,0.77,0.25,0.15,0.11,24.0,15.0,ap,challengers,5.198224395348408
Kon,SISU,"['sage', 'clove', 'sova']",358,1.12,222.0,1.13,73.0,152.4,0.76,0.33,0.12,0.08,33.0,8.0,ap,gc,6.794396683321106
Babytz,FSS,"['sova', 'skye', 'chamber']",272,1.11,211.0,1.16,68.0,147.4,0.78,0.28,0.11,0.12,24.0,18.0,ap,gc,2.727827724795095
ZYND,ZOL,"['killjoy', 'cypher', 'jett']",462,1.11,225.0,1.18,73.0,150.1,0.8300000000000001,0.18,0.16,0.1,29.0,12.0,ap,challengers,6.421957623640745
Potter,XIA,"['raze', 'jett']",454,1.1,252.0,1.12,69.0,166.0,0.88,0.15,0.22,0.19,28.0,22.0,ap,challengers,7.993330907055611
hellff,OGS,"['fade', 'sova', 'skye']",207,1.1,215.2,1.1,74.0,138.3,0.75,0.29,0.06,0.07,31.0,18.0,ap,challengers,5.010062924563815
wayne,DSG,"['omen', 'killjoy']",420,1.1,217.2,1.12,77.0,138.2,0.75,0.39,0.1,0.05,27.0,12.0,ap,challengers,7.018597710246006
JA,NAOS,"['jett', 'killjoy', 'cypher']",417,1.1,224.1,1.16,74.0,149.6,0.8200000000000001,0.21,0.11,0.1,26.0,8.0,ap,challengers,4.028280630406563
lenne,LZE,"['sova', 'fade']",207,1.09,223.6,1.05,71.0,145.2,0.73,0.37,0.09,0.06,21.0,19.0,ap,challengers,4.405965452053995
123,KBLD,"['jett', 'raze', 'neon']",210,1.09,240.6,1.09,67.0,161.6,0.8300000000000001,0.17,0.14,0.16,28.0,17.0,ap,challengers,34.48694658139813
d4v41,PRX,"['killjoy', 'sage', 'fade']",483,1.08,199.5,1.06,75.0,135.1,0.7000000000000001,0.37,0.06,0.07,28.0,19.0,ap,international,3.935342027315134
woody,ARF,"['gekko', 'sova', 'kayo']",257,1.08,209.6,1.03,74.0,138.9,0.74,0.43,0.05,0.05,32.0,8.0,ap,challengers,4.602435145191857
Suka,RLF,"['viper', 'breach', 'kayo']",345,1.08,216.8,1.04,73.0,151.2,0.78,0.39,0.07,0.08,27.0,12.0,ap,challengers,4.873270206902121
foxz,FS,"['sova', 'gekko', 'breach']",601,1.08,204.5,1.06,74.0,139.1,0.72,0.34,0.09,0.06,28.0,20.0,ap,challengers,5.283216413100598
PatMen,ZOL,"['viper', 'kayo', 'breach']",462,1.08,228.0,1.1,75.0,150.2,0.81,0.31,0.12,0.08,31.0,14.0,ap,challengers,8.291944628998744
Leviathan,FS,"['omen', 'viper', 'clove']",601,1.08,205.6,1.1,74.0,135.8,0.75,0.37,0.08,0.07,34.0,20.0,ap,challengers,6.972032262159875
grahams,SISU,"['reyna', 'raze', 'kayo']",358,1.07,221.0,1.11,73.0,145.8,0.75,0.25,0.14,0.14,33.0,16.0,ap,gc,5.21862204006752
coconut,OF,"['sova', 'cypher', 'gekko']",306,1.07,214.3,1.07,70.0,144.9,0.75,0.21,0.08,0.1,33.0,16.0,ap,challengers,2.744081196054165
Kush,GRD,"['fade', 'skye', 'gekko']",329,1.07,224.5,1.09,73.0,150.0,0.78,0.33,0.12,0.1,37.0,11.0,ap,challengers,7.542628901433924
Sampphire,MLT.GC,"['gekko', 'sova', 'breach']",310,1.07,192.4,1.05,74.0,134.6,0.7000000000000001,0.33,0.03,0.05,29.0,25.0,ap,gc,3.8250158602933793
f0rsakeN,PRX,"['kayo', 'breach', 'cypher']",483,1.07,215.6,1.06,74.0,139.9,0.76,0.42,0.08,0.1,31.0,13.0,ap,international,5.342463877748738
Tweeya,(+2),"['clove', 'viper', 'raze']",320,1.06,223.9,1.05,73.0,147.3,0.79,0.29,0.05,0.1,17.0,9.0,ap,gc,-0.053999016585609
pudj,ELV,"['fade', 'viper', 'gekko']",329,1.06,193.5,1.06,72.0,133.4,0.7000000000000001,0.27,0.08,0.09,25.0,22.0,ap,challengers,1.198694935277938
theDoctorr,RDA,"['omen', 'breach', 'brimstone']",418,1.06,209.2,0.99,71.0,134.9,0.72,0.41000000000000003,0.08,0.08,36.0,14.0,ap,challengers,4.506477953794492
nex1SphiX,MGLZ,"['omen', 'viper', 'brimstone']",281,1.05,199.9,1.08,72.0,132.7,0.73,0.30000000000000004,0.07,0.09,32.0,13.0,ap,challengers,2.010810491041969
Alluka,RRQ.K,"['sage', 'harbor', 'breach']",272,1.05,189.3,1.03,74.0,119.8,0.67,0.44,0.08,0.04,23.0,13.0,ap,gc,1.498442604288223
Kevzii,ZOL,"['sova', 'omen', 'gekko']",462,1.05,195.5,1.02,72.0,135.5,0.68,0.30000000000000004,0.09,0.07,29.0,16.0,ap,challengers,1.88358450567902
ValdyN,AE,"['reyna', 'omen', 'breach']",329,1.05,193.5,1.04,75.0,127.4,0.71,0.36,0.08,0.07,35.0,14.0,ap,challengers,4.10216407939126
Mojer,NAOS,"['raze', 'jett', 'neon']",417,1.04,243.8,1.07,74.0,156.4,0.8200000000000001,0.22,0.18,0.18,26.0,17.0,ap,challengers,6.002254957629606
Felce,NE,"['clove', 'fade', 'sova']",324,1.04,208.7,1.04,77.0,137.1,0.75,0.30000000000000004,0.06,0.03,33.0,19.0,ap,gc,6.943263336197864
Divine,SGP,"['omen', 'viper']",207,1.04,193.0,0.99,71.0,125.7,0.7000000000000001,0.37,0.06,0.08,37.0,20.0,ap,challengers,3.144000393558127
shina,4F,"['jett', 'killjoy', 'cypher']",320,1.04,192.7,1.01,66.0,133.3,0.7000000000000001,0.15,0.12,0.09,29.0,19.0,ap,gc,-1.153801476560721
STYRON,DSG,"['skye', 'sova', 'breach']",420,1.04,175.7,1.09,75.0,115.3,0.62,0.29,0.06,0.06,23.0,19.0,ap,challengers,-1.225871745184493
Madelyn,RRQ,"['sova', 'fade', 'gekko']",210,1.03,190.8,0.99,70.0,124.2,0.6900000000000001,0.27,0.08,0.08,25.0,24.0,ap,international,-0.19988364519485902
BerserX,BME,"['killjoy', 'cypher']",475,1.03,187.5,1.05,75.0,129.2,0.65,0.27,0.07,0.08,23.0,21.0,ap,challengers,0.18057212115090301
Sushiboys,FS,"['cypher', 'brimstone', 'killjoy']",601,1.03,201.5,1.03,73.0,131.7,0.7000000000000001,0.32,0.07,0.07,24.0,19.0,ap,challengers,1.6793919640393402
Flaring,ELV,"['omen', 'brimstone', 'viper']",329,1.03,196.9,0.98,77.0,126.8,0.68,0.44,0.06,0.07,25.0,13.0,ap,challengers,2.023323378624403
Kntz,MITH,"['astra', 'omen', 'brimstone']",366,1.03,174.4,1.05,77.0,113.6,0.68,0.34,0.06,0.05,30.0,17.0,ap,challengers,1.7440595875772842
Killua,MITH,"['breach', 'killjoy', 'skye']",366,1.02,227.6,1.1,70.0,151.6,0.8200000000000001,0.21,0.11,0.12,36.0,11.0,ap,challengers,4.90932229586447
JohnOlsen,FS,"['raze', 'neon', 'jett']",601,1.02,235.2,1.05,70.0,156.1,0.8200000000000001,0.21,0.21,0.18,28.0,5.0,ap,challengers,3.13509268254274
Riza,ELV,"['cypher', 'killjoy', 'sova']",329,1.02,198.5,1.06,68.0,130.7,0.73,0.2,0.09,0.08,29.0,14.0,ap,challengers,-0.48734183522613306
k1ngkappa,BSTR,"['killjoy', 'viper', 'cypher']",210,1.01,215.4,1.01,68.0,139.9,0.75,0.23,0.11,0.11,29.0,8.0,ap,challengers,-0.26264100376056804
budimeisteR,BTR,"['omen', 'viper']",224,1.01,193.6,0.9500000000000001,72.0,126.3,0.68,0.35000000000000003,0.08,0.1,28.0,16.0,ap,challengers,-0.13951955911604602
something,PRX,"['jett', 'gekko', 'reyna']",483,1.01,202.4,1.04,70.0,132.0,0.73,0.21,0.15,0.12,29.0,13.0,ap,international,0.5493657101297781
Poly,SISU,"['gekko', 'fade', 'omen']",358,1.01,182.3,1.02,77.0,121.3,0.66,0.38,0.06,0.07,30.0,13.0,ap,gc,1.369849600295578
DaFt,VIC,"['raze', 'neon', 'gekko']",345,1.01,220.9,1.02,72.0,150.6,0.76,0.23,0.15,0.13,26.0,7.0,ap,challengers,1.738931110652057
gotten,AE,"['brimstone', 'omen', 'killjoy']",309,1.01,190.2,1.0,74.0,129.2,0.68,0.35000000000000003,0.08,0.05,30.0,18.0,ap,challengers,3.1624884223358
sawamura,SISU,"['jett', 'neon', 'breach']",358,1.0,215.1,1.07,72.0,135.2,0.77,0.19,0.18,0.12,41.0,13.0,ap,gc,5.9055792098491615
frostmind,BTR,"['killjoy', 'cypher', 'brimstone']",224,1.0,182.6,0.97,74.0,127.4,0.67,0.22,0.04,0.04,33.0,11.0,ap,challengers,-0.716054475808639
Vera,DSG,"['raze', 'iso', 'jett']",420,1.0,230.6,1.06,71.0,149.4,0.79,0.23,0.18,0.17,20.0,14.0,ap,challengers,2.069381894423187
RedKoh,ELV,"['deadlock', 'kayo', 'breach']",329,1.0,185.5,0.9400000000000001,73.0,116.3,0.64,0.43,0.07,0.07,30.0,18.0,ap,challengers,0.923435681198532
Cud,AE,"['omen', 'viper', 'cypher']",329,1.0,190.3,1.04,69.0,123.3,0.68,0.23,0.1,0.07,31.0,16.0,ap,challengers,-0.148009978153946
Nakya,AE,"['raze', 'reyna', 'jett']",329,1.0,248.0,1.08,65.0,159.1,0.87,0.15,0.22,0.19,31.0,14.0,ap,challengers,4.889769114662614
Makchin,BAS.K,"['raze', 'jett']",304,0.99,235.6,0.98,64.0,150.6,0.78,0.17,0.17,0.22,23.0,26.0,ap,gc,-0.001532205098907
riyabtw,306.0,"['jett', 'raze', 'neon']",306,0.99,209.6,1.0,64.0,140.0,0.74,0.15,0.11,0.16,27.0,14.0,ap,challengers,5.566751786653599
Uta,OF,"['cypher', 'jett', 'omen']",306,0.99,187.8,0.97,67.0,128.7,0.67,0.26,0.14,0.12,26.0,10.0,ap,challengers,-3.397196060963586
izze,NF,"['gekko', 'killjoy', 'cypher']",324,0.99,198.2,1.0,70.0,135.7,0.67,0.22,0.09,0.05,20.0,22.0,ap,gc,-0.201058236706972
Emman,NAOS,"['skye', 'gekko', 'breach']",417,0.99,194.1,0.96,75.0,125.4,0.68,0.38,0.07,0.08,32.0,15.0,ap,challengers,2.190660236932226
Angela,NF,"['raze', 'jett']",324,0.99,234.6,1.04,68.0,154.0,0.78,0.23,0.19,0.23,17.0,32.0,ap,gc,2.6042471993612732
fausTao,ARF,"['raze', 'yoru', 'jett']",257,0.99,221.2,0.99,65.0,144.6,0.77,0.19,0.19,0.19,20.0,35.0,ap,challengers,1.7796517244729042
NcSlasher,BME,"['fade', 'kayo', 'deadlock']",475,0.98,193.7,0.99,77.0,120.6,0.68,0.42,0.08,0.09,24.0,13.0,ap,challengers,0.9629732834987321
Jinggg,PRX,"['sage', 'raze', 'neon']",483,0.98,222.1,1.01,71.0,143.6,0.75,0.29,0.15,0.15,20.0,17.0,ap,international,1.481778810533316
mindfreak,PRX,"['viper', 'omen', 'brimstone']",483,0.98,176.0,1.01,75.0,113.0,0.65,0.36,0.05,0.06,34.0,13.0,ap,international,0.359557193975352
Kylee,ARF,"['cypher', 'killjoy']",257,0.97,205.3,0.9500000000000001,67.0,135.1,0.71,0.19,0.11,0.11,45.0,8.0,ap,challengers,0.727627007455522
DubsteP,OAS,"['omen', 'sage', 'brimstone']",294,0.97,177.3,0.97,73.0,113.0,0.64,0.34,0.05,0.08,31.0,16.0,ap,challengers,-1.561903036256198
rosey,NE,"['omen', 'viper']",324,0.97,180.7,0.9500000000000001,75.0,116.9,0.64,0.4,0.09,0.08,22.0,16.0,ap,gc,-0.911819093063244
SecondLove,APH,"['killjoy', 'sova', 'cypher']",269,0.97,190.6,0.9500000000000001,70.0,132.6,0.67,0.23,0.06,0.09,25.0,12.0,ap,challengers,-3.708827042150346
Xan,LZE,"['neon', 'jett', 'raze']",207,0.97,218.6,0.9400000000000001,72.0,142.6,0.73,0.21,0.2,0.19,21.0,29.0,ap,challengers,2.286394471635013
Kenji,LZE,"['cypher', 'killjoy', 'brimstone']",207,0.97,177.0,0.96,68.0,123.4,0.65,0.25,0.06,0.08,34.0,6.0,ap,challengers,-4.304798459698827
Kadoom,SPE,"['jett', 'raze', 'reyna']",366,0.97,225.6,1.0,68.0,146.3,0.77,0.19,0.19,0.18,26.0,22.0,ap,challengers,2.291977230616672
subbey,RDA,"['skye', 'sova']",418,0.96,192.2,0.91,69.0,125.3,0.67,0.30000000000000004,0.07,0.06,30.0,13.0,ap,challengers,-1.44320398009326
viness,FPT,"['brimstone', 'omen', 'viper']",216,0.96,195.2,0.92,77.0,128.6,0.64,0.42,0.1,0.12,27.0,5.0,ap,challengers,-0.605529827335314
Pr0digy,RLF,"['brimstone', 'phoenix', 'jett']",345,0.96,196.4,0.9,69.0,129.3,0.6900000000000001,0.28,0.1,0.12,31.0,20.0,ap,challengers,-0.485218676360875
Newky,Baby,"['phoenix', 'reyna', 'skye']",230,0.96,209.2,0.99,67.0,137.4,0.76,0.22,0.11,0.16,31.0,25.0,ap,gc,0.962193081540435
Envious,MLT.GC,"['omen', 'killjoy', 'breach']",310,0.9500000000000001,210.5,0.92,68.0,139.2,0.71,0.33,0.11,0.16,24.0,19.0,ap,gc,-1.012389082017884
Yukxx,VLT,"['jett', 'gekko', 'omen']",225,0.9500000000000001,216.5,0.9,66.0,145.8,0.77,0.24,0.11,0.13,35.0,27.0,ap,challengers,3.420278697493827
JitBoyS,TLN,"['astra', 'omen', 'clove']",311,0.9500000000000001,197.0,0.93,74.0,129.5,0.6900000000000001,0.30000000000000004,0.09,0.07,37.0,10.0,ap,international,2.196958734659175
Ash,MEOW,"['cypher', 'clove', 'killjoy']",225,0.9500000000000001,207.5,0.87,67.0,142.1,0.7000000000000001,0.25,0.12,0.11,28.0,15.0,ap,challengers,-0.9154625366471321
SCar,ARF,"['omen', 'viper', 'brimstone']",257,0.9400000000000001,174.8,0.85,71.0,114.6,0.62,0.4,0.05,0.11,39.0,11.0,ap,challengers,-2.580583086807239
Nexi,NAOS,"['cypher', 'kayo', 'sova']",417,0.9400000000000001,181.6,0.91,74.0,120.2,0.64,0.27,0.05,0.08,28.0,15.0,ap,challengers,-2.780605611996989
Fixy,RDA,"['raze', 'jett', 'chamber']",418,0.9400000000000001,209.1,0.93,66.0,136.4,0.72,0.18,0.17,0.2,23.0,20.0,ap,challengers,-3.225361360607606
aLerT,XIA,"['cypher', 'killjoy', 'viper']",454,0.9400000000000001,193.3,0.93,70.0,130.2,0.67,0.19,0.1,0.1,30.0,16.0,ap,challengers,-1.822640464463425
Tempz,LZE,"['breach', 'kayo', 'gekko']",207,0.9400000000000001,175.9,0.89,71.0,118.4,0.64,0.43,0.07,0.1,28.0,14.0,ap,challengers,-2.405077714605971
ray4c,AE,['raze'],329,0.93,217.9,0.93,72.0,139.7,0.72,0.24,0.16,0.17,12.0,11.0,ap,challengers,-3.5822558499918697
Repulsive,269.0,"['omen', 'brimstone']",269,0.93,174.4,0.8,74.0,114.7,0.56,0.49,0.07,0.08,26.0,2.0,ap,challengers,3.226505177295565
DelBisky,BOBA,"['clove', 'reyna', 'iso']",272,0.92,192.8,0.9,73.0,125.8,0.66,0.34,0.1,0.07,29.0,14.0,ap,gc,0.5430832961016681
Kakarot,ZOL,"['jett', 'neon', 'raze']",462,0.92,203.8,0.91,70.0,135.7,0.6900000000000001,0.32,0.11,0.15,23.0,21.0,ap,challengers,-1.015668162257617
jEEE,ZOL,"['harbor', 'brimstone', 'omen']",359,0.92,178.0,0.89,71.0,120.4,0.63,0.36,0.04,0.09,28.0,22.0,ap,challengers,-2.193204457015034
Lilo,BTR,"['jett', 'raze', 'neon']",224,0.92,229.4,0.96,66.0,149.8,0.77,0.16,0.18,0.22,28.0,10.0,ap,challengers,-1.753568746611237
Siraww,XIA,"['skye', 'fade', 'gekko']",454,0.92,183.3,0.9,68.0,124.7,0.66,0.27,0.04,0.08,32.0,14.0,ap,challengers,-3.501001512011852
Aisling,THE.K,"['killjoy', 'sova', 'skye']",282,0.91,175.4,0.88,72.0,113.0,0.61,0.37,0.04,0.09,19.0,24.0,ap,gc,-4.4107657185636935
markL,RDA,"['viper', 'astra', 'cypher']",418,0.91,187.0,0.92,68.0,121.3,0.67,0.22,0.08,0.11,22.0,19.0,ap,challengers,-5.085121125383135
Answerz,(+1),"['killjoy', 'chamber', 'viper']",210,0.89,183.4,0.84,66.0,126.0,0.62,0.22,0.11,0.1,25.0,3.0,ap,challengers,-7.97969486388028
Governor,TLN,"['neon', 'kayo', 'clove']",311,0.89,194.9,0.88,67.0,125.9,0.67,0.27,0.15,0.16,23.0,8.0,ap,international,-5.8029548329303084
jans0n,RDA,"['cypher', 'gekko', 'breach']",418,0.88,169.9,0.8300000000000001,70.0,109.3,0.6000000000000001,0.36,0.07,0.09,27.0,4.0,ap,challengers,-7.296259464137889
QiQi,Ay,"['killjoy', 'viper']",204,0.88,183.9,0.91,70.0,126.3,0.65,0.23,0.04,0.11,23.0,30.0,ap,gc,-3.260911913115423
b3ta,XIA,"['omen', 'brimstone', 'viper']",454,0.88,182.4,0.8300000000000001,70.0,121.2,0.63,0.35000000000000003,0.08,0.09,30.0,19.0,ap,challengers,-1.8997919393661582
shirah0sh1,RG,"['killjoy', 'reyna', 'cypher']",304,0.87,189.7,0.84,62.0,125.7,0.68,0.19,0.08,0.13,31.0,18.0,ap,gc,-6.031998782552972
Jelerak,(+5),"['kayo', 'brimstone', 'sage']",230,0.87,175.7,0.81,70.0,108.2,0.59,0.38,0.1,0.13,17.0,20.0,ap,gc,-6.803372771792084
ban,TLN,"['cypher', 'breach', 'phoenix']",311,0.87,171.0,0.85,66.0,116.2,0.61,0.22,0.07,0.1,34.0,11.0,ap,international,-6.845775365618481
Nythan,ARF,"['breach', 'astra', 'gekko']",257,0.87,172.7,0.85,68.0,120.1,0.63,0.2,0.06,0.08,34.0,19.0,ap,challengers,-4.104237949599465
Chowdy,YG,"['sova', 'skye', 'breach']",225,0.87,168.5,0.77,68.0,116.8,0.6000000000000001,0.29,0.06,0.1,34.0,15.0,ap,challengers,-5.717069519557494
Flynch,LCR,"['jett', 'raze', 'skye']",210,0.86,193.7,0.8200000000000001,63.0,129.9,0.64,0.19,0.16,0.11,27.0,15.0,ap,challengers,-4.715808851527318
N1ER,(+3),"['reyna', 'raze', 'neon']",225,0.86,195.1,0.84,65.0,131.2,0.6900000000000001,0.15,0.14,0.1,27.0,14.0,ap,challengers,-4.109464237827528
natz,AE,"['omen', 'viper', 'brimstone']",210,0.86,191.1,0.87,63.0,121.5,0.68,0.28,0.08,0.14,27.0,15.0,ap,challengers,-6.330999379850806
Mimo,230.0,"['killjoy', 'cypher']",230,0.86,170.1,0.8300000000000001,66.0,117.7,0.59,0.14,0.04,0.05,22.0,9.0,ap,gc,-3.666648452522201
severiNe,BTR,"['kayo', 'fade', 'breach']",224,0.86,156.2,0.72,68.0,108.0,0.52,0.4,0.06,0.13,21.0,25.0,ap,challengers,-8.854469785201292
no1syboy,ARF,"['kayo', 'killjoy', 'breach']",210,0.85,173.1,0.81,65.0,114.5,0.61,0.30000000000000004,0.06,0.08,22.0,15.0,ap,challengers,-8.088620870141407
Witz,OAS,"['fade', 'skye', 'kayo']",294,0.85,175.1,0.8200000000000001,72.0,116.6,0.6000000000000001,0.37,0.05,0.12,22.0,19.0,ap,challengers,-5.627965671271605
BE,KBLD,"['sova', 'omen', 'skye']",210,0.84,157.2,0.85,68.0,103.5,0.6000000000000001,0.22,0.08,0.09,40.0,32.0,ap,challengers,-2.166635753171116
Arki,AVN.GC,"['breach', 'cypher', 'omen']",304,0.84,170.8,0.76,64.0,114.3,0.6000000000000001,0.34,0.05,0.1,19.0,10.0,ap,gc,-10.947892011357888
Kathrina,(+1),"['gekko', 'skye', 'sova']",304,0.84,178.7,0.75,67.0,114.1,0.59,0.33,0.04,0.11,15.0,15.0,ap,gc,-10.577281078976325
Marpandyz,(+2),"['sova', 'skye', 'fade']",230,0.84,171.8,0.8300000000000001,65.0,110.3,0.6000000000000001,0.27,0.08,0.07,17.0,10.0,ap,gc,-10.044141614420663
TRIPCIEW,RLF,"['cypher', 'omen', 'viper']",345,0.8300000000000001,169.6,0.78,68.0,112.6,0.58,0.30000000000000004,0.07,0.13,29.0,20.0,ap,challengers,-6.822855705131417
SyKo,PUG,"['sova', 'gekko', 'raze']",269,0.8300000000000001,172.9,0.78,69.0,115.4,0.59,0.35000000000000003,0.05,0.11,33.0,17.0,ap,challengers,-5.00486256025227
Ivory,RH,"['sova', 'iso', 'jett']",320,0.8200000000000001,199.3,0.8300000000000001,67.0,132.7,0.68,0.2,0.19,0.22,23.0,14.0,ap,gc,-5.867335587813811
kikowo,(+3),"['neon', 'jett', 'gekko']",310,0.8200000000000001,181.3,0.8,63.0,123.3,0.63,0.26,0.09,0.14,25.0,11.0,ap,gc,-9.024099047735127
bnwgiggs,XIA,"['viper', 'breach', 'kayo']",454,0.81,170.0,0.76,70.0,110.8,0.58,0.41000000000000003,0.05,0.06,22.0,16.0,ap,challengers,-5.900805426541825
69Shinobu,GB,"['reyna', 'brimstone', 'clove']",234,0.79,160.0,0.64,66.0,106.4,0.53,0.41000000000000003,0.04,0.03,20.0,10.0,ap,gc,-10.380472330549237
Crws,TLN,"['sova', 'breach', 'fade']",311,0.78,164.9,0.77,66.0,112.5,0.55,0.27,0.05,0.09,20.0,11.0,ap,international,-11.515314712941821
CHIMEI,OF,"['kayo', 'skye', 'fade']",306,0.78,150.3,0.67,68.0,98.9,0.49,0.4,0.04,0.08,19.0,3.0,ap,challengers,-14.149772496012666
Orgil,(+2),"['kayo', 'skye', 'gekko']",210,0.77,176.2,0.73,64.0,116.7,0.5700000000000001,0.31,0.09,0.09,29.0,12.0,ap,challengers,-7.587210329131147
syd89,(+1),"['omen', 'brimstone', 'kayo']",304,0.77,144.9,0.66,65.0,98.5,0.5,0.38,0.04,0.06,30.0,15.0,ap,gc,-10.246202416669986
albus,RLF,"['cypher', 'fade', 'killjoy']",266,0.75,160.3,0.73,65.0,110.1,0.56,0.22,0.06,0.09,28.0,11.0,ap,challengers,-10.972169422401302
xeus,HOWL,"['raze', 'jett']",381,1.28,276.7,1.3599999999999999,71.0,178.4,0.98,0.18,0.21,0.15,30.0,20.0,emea,challengers,15.145311069896309
kaajak,APK,"['jett', 'gekko', 'yoru']",599,1.27,275.4,1.43,72.0,177.2,1.0,0.17,0.25,0.16,39.0,9.0,emea,challengers,16.700269883015707
Jade,535.0,"['breach', 'kayo', 'yoru']",535,1.25,236.2,1.21,78.0,151.1,0.8300000000000001,0.5,0.09,0.04,32.0,15.0,emea,gc,30.279416169044104
Izzy,SUP,"['raze', 'iso', 'neon']",259,1.25,273.1,1.38,72.0,169.1,0.97,0.16,0.21,0.12,31.0,13.0,emea,challengers,14.171306547796267
Vitie,Uzhi,"['omen', 'brimstone']",201,1.24,243.2,1.2,80.0,156.0,0.8200000000000001,0.48,0.07,0.05,33.0,33.0,emea,challengers,17.509508254901636
Lime,FKS,"['yoru', 'sage', 'neon']",315,1.23,240.6,1.34,71.0,155.0,0.85,0.24,0.13,0.13,33.0,18.0,emea,challengers,9.56580054186974
